Id,TaskId,AssigneeId,CoordinatorId,Category,Notes,CreatedAt
d3ce9781-80b5-44df-8827-af0838565e2c,712bdcd8-a8a5-4b71-a93c-19ab005b458c,eb6a6e1d-ed36-4c32-90a7-046fc00bacfc,281104dc-50ee-4fd2-b724-ff5ed73c1553,0,Completed ahead of schedule. Excellent turnaround time.,2026-07-09 22:12:39.767304+00
8e2beda7-f79f-4f0d-aefd-d752f8ba35ab,61c68116-9faa-4c82-ba98-6732f259f651,ceb850a3-632d-4064-8a27-bd9a3c852962,f0c91762-8421-42a5-933f-a7c91fde6dc2,1,Task completed with high quality. Well documented.,2026-07-11 21:12:39.767304+00
7dda969c-48c7-46b5-a0b8-d8d84d2dd68f,02e05d73-2a08-41b6-be48-ff2aeb58d252,eb6a6e1d-ed36-4c32-90a7-046fc00bacfc,281104dc-50ee-4fd2-b724-ff5ed73c1553,2,Consistent performer. Met all requirements.,2026-07-13 20:12:39.767304+00
9fef23e9-1a13-4a94-9271-9a6adad6c476,3cb6f05d-6db6-422e-9908-821357e6c16e,ceb850a3-632d-4064-8a27-bd9a3c852962,f0c91762-8421-42a5-933f-a7c91fde6dc2,3,Completed ahead of schedule. Excellent turnaround time.,2026-07-10 19:12:39.767304+00
c3f66b6a-4475-4d53-bf2d-c4c75a832cea,8fae1df4-7e5a-4c66-80ab-f5d258859ea1,eb6a6e1d-ed36-4c32-90a7-046fc00bacfc,281104dc-50ee-4fd2-b724-ff5ed73c1553,0,Task completed with high quality. Well documented.,2026-07-12 18:12:39.767304+00
bae9dee1-d9ad-469f-bd25-33ef3b121652,42d0ffdf-01c3-4180-98a7-03b5d1bc6a39,ceb850a3-632d-4064-8a27-bd9a3c852962,f0c91762-8421-42a5-933f-a7c91fde6dc2,1,Should communicate progress more frequently with team.,2026-07-14 17:12:39.767304+00
fb823238-22a7-4022-9234-741e8641fc87,3faafe61-d2c4-4db4-aed5-53f008ab9b3a,2aacc0aa-9c94-4308-95ac-7d96ce817ad9,281104dc-50ee-4fd2-b724-ff5ed73c1553,2,Needs improvement on deadline compliance.,2026-07-16 16:12:39.767304+00
fff579ed-8ff6-4d1a-804c-631562ca7872,bca3d638-d830-49cf-87bf-ffb546cc412f,aa3a7ee9-94c2-4ebb-a5da-07a7639ad45a,f0c91762-8421-42a5-933f-a7c91fde6dc2,3,Should communicate progress more frequently with team.,2026-07-18 15:12:39.767304+00
58ea1022-5813-4f7a-87ab-45308b7d8035,812c16a3-0105-4abb-b00a-c428923c883c,2aacc0aa-9c94-4308-95ac-7d96ce817ad9,281104dc-50ee-4fd2-b724-ff5ed73c1553,0,Consistent performer. Met all requirements.,2026-07-15 14:12:39.767304+00
d07a8f15-7a2a-416b-a5a5-73ff7d8f859f,f7e07729-3793-4f9c-a40f-8f9d76471965,ceb850a3-632d-4064-8a27-bd9a3c852962,f0c91762-8421-42a5-933f-a7c91fde6dc2,1,High quality output. Documentation complete.,2026-07-03 09:23:32.020828+00
4c4ca022-134e-49cb-96bd-8a366a351535,b502d748-f45e-4383-b13d-d4a6b4e284ef,eb6a6e1d-ed36-4c32-90a7-046fc00bacfc,281104dc-50ee-4fd2-b724-ff5ed73c1553,2,Consistent performer. Met all requirements well.,2026-07-05 08:23:32.020828+00
91f0f4e6-5e03-4b86-a21d-cd0e5bf1f81f,d6baded5-e6b8-4131-a487-43c5bb372243,ceb850a3-632d-4064-8a27-bd9a3c852962,f0c91762-8421-42a5-933f-a7c91fde6dc2,3,Delivered ahead of deadline. Excellent efficiency.,2026-07-07 07:23:32.020828+00
a5eac3e1-8415-4b92-abac-83c4339a98fe,a98ed97a-2aaf-41fb-bd31-518d908470a7,eb6a6e1d-ed36-4c32-90a7-046fc00bacfc,281104dc-50ee-4fd2-b724-ff5ed73c1553,0,High quality output. Documentation complete.,2026-07-05 06:23:32.020828+00
9051b871-9313-43c1-9a04-27b736ace2ba,15ed2563-3650-40f2-8be7-ed4837d80038,ceb850a3-632d-4064-8a27-bd9a3c852962,f0c91762-8421-42a5-933f-a7c91fde6dc2,1,Communication with team needs improvement.,2026-07-07 05:23:32.020828+00
106ff123-8eed-43c2-a02c-e19cec5b524d,986d6da0-fa9d-4006-b4d1-32c9341b04c0,eb6a6e1d-ed36-4c32-90a7-046fc00bacfc,281104dc-50ee-4fd2-b724-ff5ed73c1553,2,Needs coaching on deadline management.,2026-07-09 04:23:32.020828+00
ec7d9c23-ffe8-45ae-b3ef-8acd5367f8b6,1135524f-e51b-4f86-840e-1f8e3b21bba8,ceb850a3-632d-4064-8a27-bd9a3c852962,f0c91762-8421-42a5-933f-a7c91fde6dc2,3,High quality output. Documentation complete.,2026-07-11 03:23:32.020828+00
c7a66f39-9dcc-413f-8540-1334450f1f7f,dadec85a-6e24-438a-ad79-2574947eff97,eb6a6e1d-ed36-4c32-90a7-046fc00bacfc,281104dc-50ee-4fd2-b724-ff5ed73c1553,0,Consistent performer. Met all requirements well.,2026-07-09 02:23:32.020828+00
f2928637-b7fa-4fe7-938f-4f2b54885520,04785d11-5751-47d9-8257-1154464beb87,ceb850a3-632d-4064-8a27-bd9a3c852962,f0c91762-8421-42a5-933f-a7c91fde6dc2,1,Delivered ahead of deadline. Excellent efficiency.,2026-07-11 01:23:32.020828+00
73d2ea42-98ec-4330-917c-5fc1abe56c92,14abb1de-1094-4f4d-bb99-6e72c74eacf6,eb6a6e1d-ed36-4c32-90a7-046fc00bacfc,281104dc-50ee-4fd2-b724-ff5ed73c1553,2,High quality output. Documentation complete.,2026-07-13 00:23:32.020828+00
2183999c-2187-40c4-b126-a17c6d7cdd3b,63b2e838-e0df-44d9-a532-acba56851482,ceb850a3-632d-4064-8a27-bd9a3c852962,f0c91762-8421-42a5-933f-a7c91fde6dc2,3,Consistent performer. Met all requirements well.,2026-07-14 23:23:32.020828+00
c27df051-ef88-42ab-9aea-0000aef7dc72,3ad19f54-9d0b-4acb-bde7-345bbdf37794,eb6a6e1d-ed36-4c32-90a7-046fc00bacfc,281104dc-50ee-4fd2-b724-ff5ed73c1553,0,Needs coaching on deadline management.,2026-07-13 10:23:32.020828+00
bc5d2fee-e56c-44a9-9f10-8097ca2ab1c5,7bf70f2b-9804-4ba8-bffa-74c54281fb27,ceb850a3-632d-4064-8a27-bd9a3c852962,f0c91762-8421-42a5-933f-a7c91fde6dc2,1,Communication with team needs improvement.,2026-07-15 09:23:32.020828+00
a78d8234-5191-4e78-8ad5-23bd86ce79ea,fb532b99-14bf-4c9f-9b44-d37bf321584d,eb6a6e1d-ed36-4c32-90a7-046fc00bacfc,281104dc-50ee-4fd2-b724-ff5ed73c1553,2,Consistent performer. Met all requirements well.,2026-07-17 08:23:32.020828+00
3af4c06b-6f8d-4405-8fe8-b014471dd293,3b353b47-0c6f-4041-9714-3a5bcc93eec6,ceb850a3-632d-4064-8a27-bd9a3c852962,f0c91762-8421-42a5-933f-a7c91fde6dc2,3,Delivered ahead of deadline. Excellent efficiency.,2026-07-19 07:23:32.020828+00
300dd490-52a1-4f64-aa4e-0e06553269ab,13646935-9bb7-4ff2-ab78-395d01ac8f42,eb6a6e1d-ed36-4c32-90a7-046fc00bacfc,281104dc-50ee-4fd2-b724-ff5ed73c1553,0,High quality output. Documentation complete.,2026-07-17 06:23:32.020828+00
0455d8bb-a6c0-4c67-9cc7-6f4f9360351c,9e036fc5-9254-4d9e-87a3-fd9cfb2e1f87,ceb850a3-632d-4064-8a27-bd9a3c852962,f0c91762-8421-42a5-933f-a7c91fde6dc2,1,Consistent performer. Met all requirements well.,2026-07-19 05:23:32.020828+00
f198dfce-8949-4150-b111-1c04ab4dae68,6f6b5875-517d-43e1-a490-f1f1aee2a594,eb6a6e1d-ed36-4c32-90a7-046fc00bacfc,281104dc-50ee-4fd2-b724-ff5ed73c1553,2,Delivered ahead of deadline. Excellent efficiency.,2026-07-21 04:23:32.020828+00
1fc18bba-53b1-4ccb-b417-2872b529e6d1,7f0bbd9e-df88-4e36-b9e7-0e6ac8c86b52,aa3a7ee9-94c2-4ebb-a5da-07a7639ad45a,f0c91762-8421-42a5-933f-a7c91fde6dc2,3,Communication with team needs improvement.,2026-07-23 03:23:32.020828+00
c1938902-d6a1-47dd-a7bb-77b06fbdb8d5,69f881b1-1db9-48fe-85a5-affec6e60c3c,2aacc0aa-9c94-4308-95ac-7d96ce817ad9,281104dc-50ee-4fd2-b724-ff5ed73c1553,0,Needs coaching on deadline management.,2026-07-21 02:23:32.020828+00
69edfc7f-fccd-43f3-b34f-dfa9ed0842b5,6578a112-374d-4073-9848-38d1dd294ab3,ceb850a3-632d-4064-8a27-bd9a3c852962,f0c91762-8421-42a5-933f-a7c91fde6dc2,2,Solid performance. Deliverables were complete.,2026-06-28 07:25:26.312764+00
ba9a5382-0431-4e0f-8d5f-15a108e7677c,9bdd0b96-edd3-4dd3-9bd6-171c47c62fc7,eb6a6e1d-ed36-4c32-90a7-046fc00bacfc,281104dc-50ee-4fd2-b724-ff5ed73c1553,3,Reliable and consistent work quality.,2026-06-30 04:25:26.312764+00
c1853fa1-2688-487e-a4e3-5d7f663390cf,1b74a51b-1e19-4656-91fc-2747e2b76684,ceb850a3-632d-4064-8a27-bd9a3c852962,f0c91762-8421-42a5-933f-a7c91fde6dc2,0,Requires better progress reporting.,2026-07-02 01:25:26.312764+00
2a81504a-fbb6-4944-ab55-d5ff12376280,71770edc-4a22-4999-bed4-08b11f69a4b0,eb6a6e1d-ed36-4c32-90a7-046fc00bacfc,281104dc-50ee-4fd2-b724-ff5ed73c1553,1,Must prioritize deadlines more effectively.,2026-07-03 22:25:26.312764+00
bfc87603-32d3-4942-ba87-f57f524ca3c3,c7b0a37e-41f4-4cbf-805a-5d22a312b958,ceb850a3-632d-4064-8a27-bd9a3c852962,f0c91762-8421-42a5-933f-a7c91fde6dc2,2,Solid performance. Deliverables were complete.,2026-06-30 19:25:26.312764+00
b701cc35-09b1-4410-9c33-48ea0daea734,ee1d2119-de83-4e96-afba-81ec2dc4e4fc,eb6a6e1d-ed36-4c32-90a7-046fc00bacfc,281104dc-50ee-4fd2-b724-ff5ed73c1553,3,Reliable and consistent work quality.,2026-07-02 16:25:26.312764+00
6c34ac27-3cff-4ea5-b39d-04567a329f45,040c777b-4a3d-45a8-bd56-d59b74a35241,ceb850a3-632d-4064-8a27-bd9a3c852962,f0c91762-8421-42a5-933f-a7c91fde6dc2,0,Reliable and consistent work quality.,2026-07-04 13:25:26.312764+00
fff8ded1-eebd-4c41-beb1-97ff650ef89a,32d0a8b0-65d2-4d43-b8be-bf27baee84cf,eb6a6e1d-ed36-4c32-90a7-046fc00bacfc,281104dc-50ee-4fd2-b724-ff5ed73c1553,1,Must prioritize deadlines more effectively.,2026-07-07 10:25:26.312764+00
921f95fa-9565-424f-8994-5774ec331bba,4b12dd43-9dd2-4a1b-ade4-1b85a0801b8a,ceb850a3-632d-4064-8a27-bd9a3c852962,f0c91762-8421-42a5-933f-a7c91fde6dc2,2,Requires better progress reporting.,2026-07-09 07:25:26.312764+00
9d1c01e5-bd6a-43e9-a41a-39e7d388dd9c,355336f6-9d5b-45b4-baa6-9f937b61d3e1,eb6a6e1d-ed36-4c32-90a7-046fc00bacfc,281104dc-50ee-4fd2-b724-ff5ed73c1553,3,Reliable and consistent work quality.,2026-07-06 04:25:26.312764+00
b42cef6c-fa5d-4ca6-9687-01c4912ba2cc,71dca881-3d9d-415a-abb4-facdcfceeaf7,ceb850a3-632d-4064-8a27-bd9a3c852962,f0c91762-8421-42a5-933f-a7c91fde6dc2,0,Reliable and consistent work quality.,2026-07-08 01:25:26.312764+00
8c07be71-0790-4d0a-904d-583b300a29f4,80728e85-6341-4cdd-98a2-745c759e3afa,eb6a6e1d-ed36-4c32-90a7-046fc00bacfc,281104dc-50ee-4fd2-b724-ff5ed73c1553,1,Exceeded expectations. Fast and accurate work.,2026-07-09 22:25:26.312764+00
c385cad7-647c-40b1-b0bc-ef12f73ce05f,2a4ec5db-62ab-40c4-b892-1a0b516b5617,ceb850a3-632d-4064-8a27-bd9a3c852962,f0c91762-8421-42a5-933f-a7c91fde6dc2,2,Requires better progress reporting.,2026-07-11 19:25:26.312764+00
46d639eb-b449-448d-9a15-0e15ec33fb19,88a946a9-df8c-494c-9fe2-5da48ba786cd,eb6a6e1d-ed36-4c32-90a7-046fc00bacfc,281104dc-50ee-4fd2-b724-ff5ed73c1553,3,Must prioritize deadlines more effectively.,2026-07-13 16:25:26.312764+00
3da7bd00-b783-4fc0-a30e-d2df2219b52c,d62a034f-6272-460b-a20f-c248d159af18,ceb850a3-632d-4064-8a27-bd9a3c852962,f0c91762-8421-42a5-933f-a7c91fde6dc2,0,Reliable and consistent work quality.,2026-07-10 13:25:26.312764+00
333e26a5-34f0-4cb6-bc4f-f75626e35b12,fda4299c-9a3b-4289-accb-e9537eedb3d4,eb6a6e1d-ed36-4c32-90a7-046fc00bacfc,281104dc-50ee-4fd2-b724-ff5ed73c1553,1,Exceeded expectations. Fast and accurate work.,2026-07-13 10:25:26.312764+00
1e5a887f-e015-47d5-9cba-e4dbe5a9790e,41fc0559-cd9f-497d-bdbd-fa9268e903f6,ceb850a3-632d-4064-8a27-bd9a3c852962,f0c91762-8421-42a5-933f-a7c91fde6dc2,2,Solid performance. Deliverables were complete.,2026-07-15 07:25:26.312764+00
fd5e09e4-068b-4ac6-a539-f8cbe75dfd4a,5908175c-8cc8-40f5-8484-b904be346ea2,eb6a6e1d-ed36-4c32-90a7-046fc00bacfc,281104dc-50ee-4fd2-b724-ff5ed73c1553,3,Must prioritize deadlines more effectively.,2026-07-17 04:25:26.312764+00
962bce91-ae6b-4de1-85a6-ef0c9029cc25,51d365fb-db0c-4b53-8a73-7572e6529479,ceb850a3-632d-4064-8a27-bd9a3c852962,f0c91762-8421-42a5-933f-a7c91fde6dc2,0,Requires better progress reporting.,2026-07-19 01:25:26.312764+00
0fe356ac-7274-4305-8906-47ea3b736cab,f671c29f-36fc-4317-b828-34eaa548252e,eb6a6e1d-ed36-4c32-90a7-046fc00bacfc,281104dc-50ee-4fd2-b724-ff5ed73c1553,1,Exceeded expectations. Fast and accurate work.,2026-07-15 22:25:26.312764+00
72187c77-65e1-44e7-896b-6d5e52cb52ad,a42e36da-a8c0-4a5a-861e-20fdafc3b368,aa3a7ee9-94c2-4ebb-a5da-07a7639ad45a,f0c91762-8421-42a5-933f-a7c91fde6dc2,2,Solid performance. Deliverables were complete.,2026-07-17 19:25:26.312764+00
22d7986e-80d1-4796-bfca-503bd406660d,b80ff49d-6fc0-4fb5-84c9-522f09504d78,2aacc0aa-9c94-4308-95ac-7d96ce817ad9,281104dc-50ee-4fd2-b724-ff5ed73c1553,3,Reliable and consistent work quality.,2026-07-19 16:25:26.312764+00
bf6aeb35-2ec0-463e-8e9a-3440cb4a2980,2b2c303c-a324-47f0-80aa-a049ac08c350,aa3a7ee9-94c2-4ebb-a5da-07a7639ad45a,f0c91762-8421-42a5-933f-a7c91fde6dc2,0,Requires better progress reporting.,2026-07-21 13:25:26.312764+00
7cdf2398-8bf4-43d6-8822-4c2f89d4f835,29a3f8a4-6572-4cb7-b0f0-f028e820a019,2aacc0aa-9c94-4308-95ac-7d96ce817ad9,281104dc-50ee-4fd2-b724-ff5ed73c1553,1,Must prioritize deadlines more effectively.,2026-07-24 10:25:26.312764+00
2ea5bf7c-344a-4bbe-8bc7-6191321d3741,d35aebe3-8325-4741-92c7-5cb0401073f4,aa3a7ee9-94c2-4ebb-a5da-07a7639ad45a,f0c91762-8421-42a5-933f-a7c91fde6dc2,2,Solid performance. Deliverables were complete.,2026-07-21 07:25:26.312764+00
