Id,Title,PriorityLevel,Classification,Status,IsApproved,SlaRiskLevel,Deadline,CreatedAt,UpdatedAt,AssignedDepartmentId,IsSLALocked,assigned_employee_count,has_multiple_assignments
cf9922c0-be0b-48aa-9a60-f28fc0ae35c1,Prepare customer satisfaction survey results #132,1,1,1,,0,2026-07-03 10:25:26.312764+00,2026-06-27 10:25:26.312764+00,2026-07-22 18:25:26.312764+00,1d9b6bf9-3eba-4c95-b67a-f82cd8f4fe9e,f,2,1
f74d2a90-c384-4378-912e-0269182b7793,Updating driver files #332,2,1,1,,0,2026-08-12 10:30:19.258003+00,2026-06-27 10:30:19.258003+00,2026-07-23 10:30:19.258003+00,b6476aff-b9b7-4dbc-9013-9c24a102f7e1,f,1,0
9ff41262-a67d-4b6b-b579-3367bfb16c88,Review monthly logistics KPIs #33,2,1,1,,0,2026-07-10 01:12:39.767304+00,2026-06-28 01:12:39.767304+00,2026-07-24 01:12:39.767304+00,b6476aff-b9b7-4dbc-9013-9c24a102f7e1,f,2,1
1b74a51b-1e19-4656-91fc-2747e2b76684,Resolve customer escalation ticket #331 #103,0,0,3,f,2,2026-07-02 01:25:26.312764+00,2026-06-28 01:25:26.312764+00,2026-07-02 01:25:26.312764+00,45453926-7111-4135-9b99-55848ff0a208,f,1,0
50fa3f6b-a07f-4910-8d24-88ecfb2a4316,Route optimization for Manila deliveries #3,0,1,3,t,0,2026-07-04 07:12:39.767304+00,2026-06-28 07:12:39.767304+00,2026-07-02 07:12:39.767304+00,45453926-7111-4135-9b99-55848ff0a208,f,2,1
47f3596e-9b61-4d24-900e-82c1dbadb7e8,Coordinate return logistics processing #133,1,0,1,,0,2026-07-05 07:25:26.312764+00,2026-06-28 07:25:26.312764+00,2026-07-22 16:25:26.312764+00,1d9b6bf9-3eba-4c95-b67a-f82cd8f4fe9e,f,1,0
9c3cbd31-2c93-435a-a583-c143bf5b60d7,Awaiting sign-off billing #338,2,0,2,,0,2026-08-06 10:30:19.258003+00,2026-06-28 10:30:19.258003+00,2026-07-23 19:30:19.258003+00,a7946704-386c-4588-a647-02855ec4261e,f,1,0
a11989d8-1699-44ff-9883-11a92ebfe672,Submitted training complete #307,3,1,2,,0,2026-08-07 10:30:19.258003+00,2026-06-28 10:30:19.258003+00,2026-07-23 16:30:19.258003+00,b6476aff-b9b7-4dbc-9013-9c24a102f7e1,f,1,0
11dfe89c-4c46-4280-bcb9-9ad4168fd6fa,Pending approval route #311,0,1,2,,0,2026-07-31 10:30:19.258003+00,2026-06-28 10:30:19.258003+00,2026-07-24 17:30:19.258003+00,1d9b6bf9-3eba-4c95-b67a-f82cd8f4fe9e,f,1,0
67fe9bdd-61e4-4696-9ae1-a07a47e55d7a,Updating driver files #302,2,0,1,,0,2026-08-08 10:30:19.258003+00,2026-06-28 10:30:19.258003+00,2026-07-24 04:30:19.258003+00,b6476aff-b9b7-4dbc-9013-9c24a102f7e1,f,1,0
71770edc-4a22-4999-bed4-08b11f69a4b0,Update fleet maintenance logs #104,0,0,3,f,2,2026-06-29 22:25:26.312764+00,2026-06-28 22:25:26.312764+00,2026-07-03 22:25:26.312764+00,45453926-7111-4135-9b99-55848ff0a208,f,1,0
aac5987e-4052-4db3-80b2-6caa6f892c04,Coordinate with warehouse team #34,2,1,1,,0,2026-07-12 00:12:39.767304+00,2026-06-29 00:12:39.767304+00,2026-07-24 00:12:39.767304+00,b6476aff-b9b7-4dbc-9013-9c24a102f7e1,f,1,0
f0675f40-322c-4783-a434-d7e583ab6fef,Resolve address correction request #891 #134,1,0,1,,0,2026-07-07 04:25:26.312764+00,2026-06-29 04:25:26.312764+00,2026-07-22 14:25:26.312764+00,1d9b6bf9-3eba-4c95-b67a-f82cd8f4fe9e,f,1,0
102a047f-0090-498e-8a0b-f11cbe05020c,Coordinate same-day delivery batch #4,0,1,3,t,0,2026-07-06 06:12:39.767304+00,2026-06-29 06:12:39.767304+00,2026-07-04 06:12:39.767304+00,45453926-7111-4135-9b99-55848ff0a208,f,1,0
b21a53de-c30f-4233-9065-63a307d477b6,Working on route audit #330,0,0,1,,0,2026-08-08 10:30:19.258003+00,2026-06-29 10:30:19.258003+00,2026-07-23 04:30:19.258003+00,a7946704-386c-4588-a647-02855ec4261e,f,1,0
e943cbd2-253d-4675-81cc-6007e28a4e8a,Cancel vendor renegotiation #351,3,1,5,,0,2026-08-02 10:30:19.258003+00,2026-06-29 10:30:19.258003+00,2026-07-23 15:30:19.258003+00,a7946704-386c-4588-a647-02855ec4261e,f,1,0
c7b0a37e-41f4-4cbf-805a-5d22a312b958,Prepare driver incentive payout report #105,0,1,3,t,0,2026-07-06 19:25:26.312764+00,2026-06-29 19:25:26.312764+00,2026-06-30 19:25:26.312764+00,45453926-7111-4135-9b99-55848ff0a208,f,1,0
724c760b-ad0d-449d-8fc2-b69502bccc11,Audit completed delivery records #35,2,0,1,,0,2026-07-13 23:12:39.767304+00,2026-06-29 23:12:39.767304+00,2026-07-23 23:12:39.767304+00,b6476aff-b9b7-4dbc-9013-9c24a102f7e1,f,1,0
e061a04d-4261-426a-8d62-7795b6433088,Update warehouse slotting strategy #135,1,1,1,,0,2026-07-09 01:25:26.312764+00,2026-06-30 01:25:26.312764+00,2026-07-22 12:25:26.312764+00,1d9b6bf9-3eba-4c95-b67a-f82cd8f4fe9e,f,1,0
65956fab-0a5e-44b7-acdf-aee128dd2419,Assign driver for Bulacan route #5,0,0,3,t,0,2026-07-08 05:12:39.767304+00,2026-06-30 05:12:39.767304+00,2026-07-01 05:12:39.767304+00,45453926-7111-4135-9b99-55848ff0a208,f,1,0
9d2d4463-2677-490e-ac28-3b748617e6e5,Audit proof-of-delivery completeness #100,3,0,0,,1,2026-07-01 08:23:32.020828+00,2026-06-30 08:23:32.020828+00,2026-06-30 08:23:32.020828+00,a7946704-386c-4588-a647-02855ec4261e,t,1,0
7400b190-bf80-4fd6-82ac-4f16e210b0f9,Prepare weekly on-time delivery stats #75,1,1,5,,0,2026-07-08 09:23:32.020828+00,2026-06-30 09:23:32.020828+00,2026-07-02 09:23:32.020828+00,1d9b6bf9-3eba-4c95-b67a-f82cd8f4fe9e,f,1,0
ee1d2119-de83-4e96-afba-81ec2dc4e4fc,Audit shipping label accuracy #106,0,0,3,t,0,2026-07-08 16:25:26.312764+00,2026-06-30 16:25:26.312764+00,2026-07-02 16:25:26.312764+00,45453926-7111-4135-9b99-55848ff0a208,f,1,0
6eac81fc-69d5-4c47-9808-abd498f5568b,Process overtime requests #36,2,0,2,,0,2026-07-03 22:12:39.767304+00,2026-06-30 22:12:39.767304+00,2026-07-23 22:12:39.767304+00,b6476aff-b9b7-4dbc-9013-9c24a102f7e1,f,2,1
c905cd39-0b9e-4807-a2ee-09921b3ccd9e,Process international shipping documents #136,2,0,1,,0,2026-07-10 22:25:26.312764+00,2026-06-30 22:25:26.312764+00,2026-07-25 10:25:26.312764+00,1d9b6bf9-3eba-4c95-b67a-f82cd8f4fe9e,f,2,1
649e85ed-eda2-47d5-b822-ef01d9571606,Process return pickup request #6,0,0,3,t,0,2026-07-10 04:12:39.767304+00,2026-07-01 04:12:39.767304+00,2026-07-03 04:12:39.767304+00,45453926-7111-4135-9b99-55848ff0a208,f,2,1
a3ef7514-1f0d-4e91-b0de-e3948760bb2f,Resolve misrouted shipment #6738 #76,1,0,1,,0,2026-07-10 08:23:32.020828+00,2026-07-01 08:23:32.020828+00,2026-07-25 08:23:32.020828+00,1d9b6bf9-3eba-4c95-b67a-f82cd8f4fe9e,f,1,0
f7e07729-3793-4f9c-a40f-8f9d76471965,Audit warehouse inventory discrepancies #51,0,1,3,t,0,2026-07-05 09:23:32.020828+00,2026-07-01 09:23:32.020828+00,2026-07-03 09:23:32.020828+00,45453926-7111-4135-9b99-55848ff0a208,f,1,0
96b299ff-1d5d-468c-a0ce-ea9dfa078571,End pilot program early #306,3,0,5,,0,2026-08-01 10:30:19.258003+00,2026-07-01 10:30:19.258003+00,2026-07-24 17:30:19.258003+00,1d9b6bf9-3eba-4c95-b67a-f82cd8f4fe9e,f,1,0
040c777b-4a3d-45a8-bd56-d59b74a35241,Process bulk order for warehouse transfer #107,0,0,3,t,0,2026-07-10 13:25:26.312764+00,2026-07-01 13:25:26.312764+00,2026-07-04 13:25:26.312764+00,45453926-7111-4135-9b99-55848ff0a208,f,1,0
04bc226c-7d95-4446-9df2-96d41ca46edc,Generate fleet cost-per-mile analysis #137,2,0,1,,0,2026-07-12 19:25:26.312764+00,2026-07-01 19:25:26.312764+00,2026-07-25 08:25:26.312764+00,1d9b6bf9-3eba-4c95-b67a-f82cd8f4fe9e,f,1,0
bf71c8c5-9a6b-4abd-a110-f22074f451ae,Update standard operating procedures #37,2,0,2,,0,2026-07-05 21:12:39.767304+00,2026-07-01 21:12:39.767304+00,2026-07-23 21:12:39.767304+00,b6476aff-b9b7-4dbc-9013-9c24a102f7e1,f,1,0
e4e71a8f-7762-484e-bdeb-8538c63011fd,Reschedule missed delivery slot #7,0,0,3,f,2,2026-07-05 03:12:39.767304+00,2026-07-02 03:12:39.767304+00,2026-07-05 03:12:39.767304+00,45453926-7111-4135-9b99-55848ff0a208,f,1,0
dc2cab2b-7080-4650-b7b9-2efdb24a4f9a,Update standard operating procedures v3 #77,1,1,1,,0,2026-07-12 07:23:32.020828+00,2026-07-02 07:23:32.020828+00,2026-07-25 07:23:32.020828+00,1d9b6bf9-3eba-4c95-b67a-f82cd8f4fe9e,f,2,1
b502d748-f45e-4383-b13d-d4a6b4e284ef,Coordinate vehicle maintenance schedule #52,0,0,3,t,0,2026-07-07 08:23:32.020828+00,2026-07-02 08:23:32.020828+00,2026-07-05 08:23:32.020828+00,45453926-7111-4135-9b99-55848ff0a208,f,1,0
a4fc5d53-24ea-450a-bfc2-652601c7c2b0,Ready QA process update #313,3,0,2,,0,2026-08-08 10:30:19.258003+00,2026-07-02 10:30:19.258003+00,2026-07-23 14:30:19.258003+00,a7946704-386c-4588-a647-02855ec4261e,f,1,0
212b321f-ff8d-4821-b43d-41d6b3f2ab1a,Pending approval route #301,3,0,2,,0,2026-08-01 10:30:19.258003+00,2026-07-02 10:30:19.258003+00,2026-07-23 07:30:19.258003+00,b6476aff-b9b7-4dbc-9013-9c24a102f7e1,f,1,0
a6608f47-ef44-4c0a-9eac-aa1b9b1bb446,Coordinate driver safety training session #138,2,1,1,,0,2026-07-14 16:25:26.312764+00,2026-07-02 16:25:26.312764+00,2026-07-25 06:25:26.312764+00,1d9b6bf9-3eba-4c95-b67a-f82cd8f4fe9e,f,1,0
7fed2d51-229c-4294-a225-1dc8af600d3d,Conduct safety briefing #38,2,1,2,,0,2026-07-07 20:12:39.767304+00,2026-07-02 20:12:39.767304+00,2026-07-23 20:12:39.767304+00,b6476aff-b9b7-4dbc-9013-9c24a102f7e1,f,1,0
08cbcd57-1059-4f86-9ff7-8df6b2e9ff77,Verify delivery proof of delivery #8,0,1,3,f,2,2026-07-07 02:12:39.767304+00,2026-07-03 02:12:39.767304+00,2026-07-07 02:12:39.767304+00,45453926-7111-4135-9b99-55848ff0a208,f,1,0
5acda921-8d5b-4917-87a7-aa341cd34b0c,Coordinate forklift operator certification #78,1,0,1,,0,2026-07-14 06:23:32.020828+00,2026-07-03 06:23:32.020828+00,2026-07-25 06:23:32.020828+00,1d9b6bf9-3eba-4c95-b67a-f82cd8f4fe9e,f,1,0
d6baded5-e6b8-4131-a487-43c5bb372243,Process urgent customs clearance docs #53,0,1,3,t,0,2026-07-09 07:23:32.020828+00,2026-07-03 07:23:32.020828+00,2026-07-07 07:23:32.020828+00,45453926-7111-4135-9b99-55848ff0a208,f,2,1
32d0a8b0-65d2-4d43-b8be-bf27baee84cf,Coordinate courier pickup schedule #108,0,1,3,f,2,2026-07-04 10:25:26.312764+00,2026-07-03 10:25:26.312764+00,2026-07-07 10:25:26.312764+00,45453926-7111-4135-9b99-55848ff0a208,f,1,0
ff9e03a5-925c-4d15-a0b6-7fe032cb1b4b,Resolve late delivery penalty dispute #139,2,0,1,,0,2026-07-16 13:25:26.312764+00,2026-07-03 13:25:26.312764+00,2026-07-25 04:25:26.312764+00,b6476aff-b9b7-4dbc-9013-9c24a102f7e1,f,1,0
a2293cb4-d466-43fc-b84b-925ecefe69f0,Inventory check of delivery equipment #39,2,1,2,,0,2026-07-09 19:12:39.767304+00,2026-07-03 19:12:39.767304+00,2026-07-23 19:12:39.767304+00,b6476aff-b9b7-4dbc-9013-9c24a102f7e1,f,2,1
03702e02-834e-4af7-9b09-38dbfe16fa2f,Dispatch international cargo documents #9,0,1,3,f,2,2026-07-06 01:12:39.767304+00,2026-07-04 01:12:39.767304+00,2026-07-09 01:12:39.767304+00,45453926-7111-4135-9b99-55848ff0a208,f,2,1
a3b77b64-4346-4896-b298-14ab84d79d3a,Process bulk delivery to mall branch #79,1,1,1,,0,2026-07-16 05:23:32.020828+00,2026-07-04 05:23:32.020828+00,2026-07-25 05:23:32.020828+00,1d9b6bf9-3eba-4c95-b67a-f82cd8f4fe9e,f,1,0
a98ed97a-2aaf-41fb-bd31-518d908470a7,Prepare driver route efficiency report #54,0,0,3,t,0,2026-07-11 06:23:32.020828+00,2026-07-04 06:23:32.020828+00,2026-07-05 06:23:32.020828+00,45453926-7111-4135-9b99-55848ff0a208,f,1,0
4b12dd43-9dd2-4a1b-ade4-1b85a0801b8a,Verify insurance coverage for high-value parcels #109,0,0,3,f,2,2026-07-06 07:25:26.312764+00,2026-07-04 07:25:26.312764+00,2026-07-09 07:25:26.312764+00,45453926-7111-4135-9b99-55848ff0a208,f,1,0
89af6684-bbc6-475f-a26c-e78f26908a5c,Pending coordinator approved #346,1,1,2,,0,2026-08-12 10:30:19.258003+00,2026-07-04 10:30:19.258003+00,2026-07-22 16:30:19.258003+00,a7946704-386c-4588-a647-02855ec4261e,f,1,0
9cb51c5f-d147-4537-bccd-035664111e5c,Abandon shelved policy #308,1,0,5,,0,2026-07-28 10:30:19.258003+00,2026-07-04 10:30:19.258003+00,2026-07-24 13:30:19.258003+00,45453926-7111-4135-9b99-55848ff0a208,f,1,0
e4839aae-1d48-44a3-9ca1-064cde5a92be,Data entry for customer feedback #40,2,0,2,,0,2026-07-11 18:12:39.767304+00,2026-07-04 18:12:39.767304+00,2026-07-23 18:12:39.767304+00,b6476aff-b9b7-4dbc-9013-9c24a102f7e1,f,1,0
043b04b2-3371-4b3c-8956-833545de2401,Coordinate express freight forwarding #10,0,0,3,t,0,2026-07-18 00:12:39.767304+00,2026-07-05 00:12:39.767304+00,2026-07-06 00:12:39.767304+00,45453926-7111-4135-9b99-55848ff0a208,f,1,0
0da4fab1-45f5-48a2-94c0-29ca4ef3cca1,Verify temperature logs for cold chain #80,2,0,1,,0,2026-07-08 04:23:32.020828+00,2026-07-05 04:23:32.020828+00,2026-07-25 04:23:32.020828+00,1d9b6bf9-3eba-4c95-b67a-f82cd8f4fe9e,f,2,1
355336f6-9d5b-45b4-baa6-9f937b61d3e1,Generate weekly delivery exception report #110,0,0,3,t,0,2026-07-17 04:25:26.312764+00,2026-07-05 04:25:26.312764+00,2026-07-06 04:25:26.312764+00,45453926-7111-4135-9b99-55848ff0a208,f,1,0
15ed2563-3650-40f2-8be7-ed4837d80038,Resolve customer delivery complaint #4521 #55,0,1,3,f,2,2026-07-08 05:23:32.020828+00,2026-07-05 05:23:32.020828+00,2026-07-07 05:23:32.020828+00,45453926-7111-4135-9b99-55848ff0a208,f,1,0
820b86e1-0098-45d5-b705-9437057bae77,Verify cargo securement compliance #140,2,0,1,,0,2026-07-19 10:25:26.312764+00,2026-07-05 10:25:26.312764+00,2026-07-25 02:25:26.312764+00,b6476aff-b9b7-4dbc-9013-9c24a102f7e1,f,1,0
6ec3bbb1-d05c-4343-80cf-7bd9f02b620a,Drop training initiative #304,1,0,5,,0,2026-08-12 10:30:19.258003+00,2026-07-05 10:30:19.258003+00,2026-07-22 22:30:19.258003+00,b6476aff-b9b7-4dbc-9013-9c24a102f7e1,f,1,0
63618222-9339-4b06-a41a-1ba773b8c2dd,Prepare weekly dispatch summary report #41,2,0,0,,0,2026-07-13 17:12:39.767304+00,2026-07-05 17:12:39.767304+00,2026-07-05 17:12:39.767304+00,b6476aff-b9b7-4dbc-9013-9c24a102f7e1,f,1,0
ffbb8dd0-8c2a-4201-9bb3-d63dba41da13,Process delivery order #2407-0 #11,0,0,3,t,0,2026-07-19 23:12:39.767304+00,2026-07-05 23:12:39.767304+00,2026-07-07 23:12:39.767304+00,45453926-7111-4135-9b99-55848ff0a208,f,1,0
71dca881-3d9d-415a-abb4-facdcfceeaf7,Reschedule missed delivery for reattempt #111,0,1,3,t,0,2026-07-19 01:25:26.312764+00,2026-07-06 01:25:26.312764+00,2026-07-08 01:25:26.312764+00,45453926-7111-4135-9b99-55848ff0a208,f,1,0
c264bec8-4675-4934-82f6-48e2c4220173,Escalate repeated delivery failure address #81,2,1,1,,0,2026-07-10 03:23:32.020828+00,2026-07-06 03:23:32.020828+00,2026-07-25 03:23:32.020828+00,1d9b6bf9-3eba-4c95-b67a-f82cd8f4fe9e,f,1,0
986d6da0-fa9d-4006-b4d1-32c9341b04c0,Update delivery tracking system #56,0,0,3,f,2,2026-07-07 04:23:32.020828+00,2026-07-06 04:23:32.020828+00,2026-07-09 04:23:32.020828+00,45453926-7111-4135-9b99-55848ff0a208,f,2,1
f065fcb1-025f-4c65-92cc-0cc5f2f65d2e,Prepare quarterly business review deck #141,2,1,2,,0,2026-07-21 07:25:26.312764+00,2026-07-06 07:25:26.312764+00,2026-07-25 00:25:26.312764+00,b6476aff-b9b7-4dbc-9013-9c24a102f7e1,f,1,0
b658cd25-ac90-4ee2-bcf2-88822ef62db9,Approve supplier onboarding #219,3,1,2,,0,2026-08-02 10:27:46.291385+00,2026-07-06 10:27:46.291385+00,2026-07-24 15:27:46.291385+00,a7946704-386c-4588-a647-02855ec4261e,f,1,0
cffa1a73-54df-4f41-9f26-8b7be2c477ea,Drop training initiative #344,2,0,5,,0,2026-08-12 10:30:19.258003+00,2026-07-06 10:30:19.258003+00,2026-07-24 11:30:19.258003+00,a7946704-386c-4588-a647-02855ec4261e,f,1,0
eed8f367-fda0-492e-9758-1035f285c19d,Update employee shift schedules #42,2,0,0,,0,2026-07-15 16:12:39.767304+00,2026-07-06 16:12:39.767304+00,2026-07-06 16:12:39.767304+00,b6476aff-b9b7-4dbc-9013-9c24a102f7e1,f,2,1
712bdcd8-a8a5-4b71-a93c-19ab005b458c,Dispatch urgent parcel to Makati #12,0,0,3,t,0,2026-07-09 22:12:39.767304+00,2026-07-06 22:12:39.767304+00,2026-07-09 22:12:39.767304+00,45453926-7111-4135-9b99-55848ff0a208,f,2,1
80728e85-6341-4cdd-98a2-745c759e3afa,Update dispatch board for holiday schedule #112,0,0,3,t,0,2026-07-20 22:25:26.312764+00,2026-07-06 22:25:26.312764+00,2026-07-09 22:25:26.312764+00,45453926-7111-4135-9b99-55848ff0a208,f,1,0
1c7cf8ce-869f-4285-9f0a-6064eedc39a3,Prepare monthly accident report #82,2,0,1,,0,2026-07-12 02:23:32.020828+00,2026-07-07 02:23:32.020828+00,2026-07-25 02:23:32.020828+00,1d9b6bf9-3eba-4c95-b67a-f82cd8f4fe9e,f,1,0
1135524f-e51b-4f86-840e-1f8e3b21bba8,Reconcile fuel consumption records #57,0,1,3,t,0,2026-07-17 03:23:32.020828+00,2026-07-07 03:23:32.020828+00,2026-07-11 03:23:32.020828+00,45453926-7111-4135-9b99-55848ff0a208,f,1,0
8036412d-0dc2-44a6-b742-9e303e03cbe9,Audit shipping carrier performance metrics #142,2,0,2,,0,2026-07-09 04:25:26.312764+00,2026-07-07 04:25:26.312764+00,2026-07-24 22:25:26.312764+00,b6476aff-b9b7-4dbc-9013-9c24a102f7e1,f,1,0
020f3d33-5bd0-43f9-9617-4c30aa6929a5,Complete fuel surcharge #218,2,0,2,,0,2026-08-01 10:27:46.291385+00,2026-07-07 10:27:46.291385+00,2026-07-24 16:27:46.291385+00,b6476aff-b9b7-4dbc-9013-9c24a102f7e1,f,1,0
48f4c598-f8a8-43a8-ab98-5dc98d751c87,Withdraw budget request #343,0,0,5,,0,2026-07-27 10:30:19.258003+00,2026-07-07 10:30:19.258003+00,2026-07-23 08:30:19.258003+00,a7946704-386c-4588-a647-02855ec4261e,f,1,0
8850ffc3-5f25-4fd9-bd52-dc6bf0f4d879,Deprioritize fleet upgrade #360,3,0,5,,0,2026-08-04 10:30:19.258003+00,2026-07-07 10:30:19.258003+00,2026-07-24 07:30:19.258003+00,a7946704-386c-4588-a647-02855ec4261e,f,1,0
49d98394-64c1-4b33-bd7c-a1174a0c3c86,Generate monthly billing statements #43,3,1,0,,1,2026-07-08 15:12:39.767304+00,2026-07-07 15:12:39.767304+00,2026-07-07 15:12:39.767304+00,a7946704-386c-4588-a647-02855ec4261e,t,1,0
2a4ec5db-62ab-40c4-b892-1a0b516b5617,Process rush order for medical equipment #113,0,0,3,f,2,2026-07-09 19:25:26.312764+00,2026-07-07 19:25:26.312764+00,2026-07-11 19:25:26.312764+00,45453926-7111-4135-9b99-55848ff0a208,f,1,0
61c68116-9faa-4c82-ba98-6732f259f651,Route optimization for Manila deliveries #13,0,1,3,t,0,2026-07-11 21:12:39.767304+00,2026-07-07 21:12:39.767304+00,2026-07-11 21:12:39.767304+00,45453926-7111-4135-9b99-55848ff0a208,f,1,0
2988a09c-6eda-417c-b27e-51402c3cfe11,Audit driver overtime hours #83,2,1,1,,0,2026-07-14 01:23:32.020828+00,2026-07-08 01:23:32.020828+00,2026-07-25 01:23:32.020828+00,b6476aff-b9b7-4dbc-9013-9c24a102f7e1,f,1,0
e776fe58-1821-4d9f-b122-f47d499f3bf2,Process inter-department transfer requests #143,2,0,2,,0,2026-07-11 01:25:26.312764+00,2026-07-08 01:25:26.312764+00,2026-07-24 20:25:26.312764+00,b6476aff-b9b7-4dbc-9013-9c24a102f7e1,f,1,0
dadec85a-6e24-438a-ad79-2574947eff97,Sort incoming parcel backlog #58,0,0,3,t,0,2026-07-19 02:23:32.020828+00,2026-07-08 02:23:32.020828+00,2026-07-09 02:23:32.020828+00,45453926-7111-4135-9b99-55848ff0a208,f,1,0
381ba4f6-2e43-4c84-afd2-a51b699ea7e6,Review packing efficiency #217,1,1,2,,0,2026-07-31 10:27:46.291385+00,2026-07-08 10:27:46.291385+00,2026-07-24 17:27:46.291385+00,1d9b6bf9-3eba-4c95-b67a-f82cd8f4fe9e,f,1,0
fac7c1a6-ca92-42d8-a9c5-f60c2e2412f7,Awaiting sign-off inventory #350,3,0,2,,0,2026-08-11 10:30:19.258003+00,2026-07-08 10:30:19.258003+00,2026-07-23 10:30:19.258003+00,a7946704-386c-4588-a647-02855ec4261e,f,1,0
0a734496-9c22-4c85-a4f1-05f50c05ca9a,Review transportation cost analysis #44,3,1,0,,1,2026-07-09 14:12:39.767304+00,2026-07-08 14:12:39.767304+00,2026-07-08 14:12:39.767304+00,a7946704-386c-4588-a647-02855ec4261e,t,1,0
88a946a9-df8c-494c-9fe2-5da48ba786cd,Audit returned parcel condition #114,0,1,3,f,2,2026-07-11 16:25:26.312764+00,2026-07-08 16:25:26.312764+00,2026-07-13 16:25:26.312764+00,45453926-7111-4135-9b99-55848ff0a208,f,1,0
02e05d73-2a08-41b6-be48-ff2aeb58d252,Coordinate same-day delivery batch #14,0,1,3,t,0,2026-07-13 20:12:39.767304+00,2026-07-08 20:12:39.767304+00,2026-07-13 20:12:39.767304+00,45453926-7111-4135-9b99-55848ff0a208,f,1,0
d9d1b7a8-cc37-4ebb-9549-b0f6110241de,Update route optimization algorithm inputs #144,2,1,2,,0,2026-07-12 22:25:26.312764+00,2026-07-08 22:25:26.312764+00,2026-07-24 18:25:26.312764+00,b6476aff-b9b7-4dbc-9013-9c24a102f7e1,f,1,0
967ab985-1167-4bd4-b222-e70fbbce1538,Coordinate overflow storage allocation #84,2,0,2,,0,2026-07-16 00:23:32.020828+00,2026-07-09 00:23:32.020828+00,2026-07-25 00:23:32.020828+00,b6476aff-b9b7-4dbc-9013-9c24a102f7e1,f,1,0
04785d11-5751-47d9-8257-1154464beb87,Assign weekend shift coverage #59,0,1,3,t,0,2026-07-21 01:23:32.020828+00,2026-07-09 01:23:32.020828+00,2026-07-11 01:23:32.020828+00,45453926-7111-4135-9b99-55848ff0a208,f,2,1
1f990b02-4f15-4a2e-9588-c2acf0fce2a3,Finalize temperature report #216,0,0,2,,0,2026-07-30 10:27:46.291385+00,2026-07-09 10:27:46.291385+00,2026-07-24 18:27:46.291385+00,45453926-7111-4135-9b99-55848ff0a208,f,1,0
